brand,model,chipset,memory,core_clock,boost_clock,color,length,price
AMD,FirePro V7900,FirePro V7900,2,725,,Black / Red,279,
ATI,FirePro W9000,FirePro W9000,6,975,,Black / Red,279,
ATI,FirePro W9100,FirePro W9100,16,930,,Black / Red,275,
ATI,FirePro 2270,FirePro 2270,0.5,600,,Black / Red,170,
ATI,FirePro S9050,FirePro S9050,12,900,,Black / Silver,254,
ATI,FirePro V7750,FirePro V7750,1,800,,Black / Red,234,
Asus,DirectCU II,Radeon R9 280X,3,850,1000,Black / Red,284,
Asus,STRIX,Radeon R9 285,2,918,,Black / Red,269,
MSI,N730K-2GD3/OC,GeForce GT 730,2,1006,,Black / Blue,146,
GALAX,EX OC,GeForce GTX 970,4,1126,1266,Black,271,
GALAX,SOC,GeForce GTX 980,4,1228,1329,Black / Red,298,
Gigabyte,GV-N730SL-2GL,GeForce GT 730,2,902,,Silver,160,
HP,C2J92AA,Quadro K600,1,876,,Black / Green,160,
Inno3D,HerculeZ X3 Air Boss,GeForce GTX 970,4,1152,1279,Black / Red,300,
EVGA,02G-P4-3740-KR,GeForce GT 740,2,993,,Black,152,
OcUK,OcUK_TitanX,GeForce GTX Titan X,12,1000,1075,Black / Silver,282,
GALAX,97NPH6DT8RVZ,GeForce GTX 970,4,1126,1266,Black / Silver,193,
Inno3D,HerculeZ,GeForce GTX 980 Ti,6,1038,1127,Black / Silver,266,
Zotac,ArcticStorm,GeForce GTX 980 Ti,6,1025,1114,Black,316,
PowerColor,PCS+,Radeon R9 290,4,947,,Black,292,
XFX,DD,Radeon R9 390,8,1050,,Black / Silver,295,
Sapphire,Dual-X,Radeon R7 370,2,985,,Black / Silver,228,
Asus,Poseidon Platinum,GeForce GTX 980,4,1178,1279,Black / Red,287,
Zotac,ZT-71105-10BB,GeForce GT 730,2,902,,Black,146,
Sapphire,Vapor-X,Radeon R9 290,4,1030,,Black / Blue,305,
Gigabyte,GV-N960OC-2GD,GeForce GTX 960,2,1190,1279,Black / Blue,181,
Club,3D royalQueen OC,Radeon R9 380,4,980,,Black / Red,207,
OcUK,Reference Design,GeForce GTX 980,4,1127,1216,Black / Silver,269,
PowerColor,AXR9 NANO 4GBHBM-DH,Radeon R9 Nano,4,1000,,Black / Red,152,
Sapphire,NITRO,Radeon R7 360,2,1060,,Black,212,
XFX,Black Edition,Radeon R9 380,4,1030,,Black / Silver,234,
Gigabyte,AORUS WATERFORCE,GeForce GTX 980,4,1228,1329,Black / Silver,272,
VisionTek,900829,Radeon R9 Nano,4,1000,,Black / Red,153,
PNY,VCGGTX7501XPB-BB,GeForce GTX 750,1,1020,,Black,,
PowerColor,VXR9 390 8GBD5-DHE,Radeon R9 390,8,1000,,Black,,
Inno3D,iChill,GeForce GTX 770,2,1150,1202,Black / Silver,300,
EVGA,01G-P3-2710-KR,GeForce GT 710,1,954,,Black,115,
EVGA,01G-P3-2716-KR,GeForce GT 710,1,954,,Black,115,
Gainward,Founders Edition,GeForce GTX 1080,8,1607,1733,Black / Silver,267,
Inno3D,Founders Edition,GeForce GTX 1080,8,1607,1733,Black / Silver,266,
KFA2,Founders Edition,GeForce GTX 1070,8,1506,1683,Black / Silver,267,
Gainward,Phoenix GS,GeForce GTX 1070,8,1632,1835,Black / Red,,
PowerColor,AXRX 480 4GBD5-M3DH,Radeon RX 480,4,1120,1266,Black / Red,255,
HIS,iCooler OC,Radeon RX 460,2,1090,1220,Black / Blue,170,
GALAX,Virtual Edition,GeForce GTX 1070,8,1506,1683,Black / Red,281,
GALAX,EX OC SNPR,GeForce GTX 1070,8,1594,1784,Black,296,
GALAX,EX OC SNPR,GeForce GTX 1080,8,1657,1797,Black,296,
Asus,ROG STRIX,Radeon RX 460,4,1090,1220,Black,194,
MSI,ARMOR,Radeon RX 480,4,1120,1266,Black / White,269,
XFX,RX-460P2HFG5,Radeon RX 460,2,1090,1220,Silver,204,
KFA2,Founders Edition,GeForce GTX 1080 Ti,11,1480,1584,Black / Silver,267,
KFA2,80IUJBMDP9VK,GeForce GTX 1080 Ti,11,1480,1582,Black / Blue,267,
PowerColor,AXR7 360 2GBD5-DHE/OC,Radeon R7 360,2,1060,,Black / Red,171,
EVGA,02G-P3-3738-KR,GeForce GT 730,2,902,,Black,145,
KFA2,EX,GeForce GTX 1660 Ti,6,1500,1830,Black,245,
GALAX,EX,GeForce GTX 1660,6,1530,1845,Black,245,
Inno3D,Gaming OC X3,GeForce RTX 2070 SUPER,8,1605,1815,Black,272,
Inno3D,Gaming OC X2,GeForce RTX 2080 SUPER,8,1650,1845,Black,300,
XFX,THICC III Ultra,Radeon RX 5600 XT,6,1247,1750,Black,326,
PNY,VCGGT7402D3LXPB-BB,GeForce GT 740,2,891,,Black,149.86,
Gigabyte,GV-R575SL-1GI,Radeon HD 5750,1,700,,Black / Blue,,
PowerColor,AX5770 1GBD5-DHC1,Radeon HD 5770,1,850,,,182,449.61
HP,A7U60AT,Quadro 410,0.5,706,,Black / Green,176,
Diamond,5750PE51G,Radeon HD 5750,1,700,,,,
Gigabyte,GV-R567ZL-1GI,Radeon HD 5670,1,790,,,,
XFX,HD-695X-CDDC,Radeon HD 6950,2,830,,Black / Silver,256,
XFX,HD-695X-ZDFC,Radeon HD 6950,1,800,,Black / Silver,256,
Gigabyte,GV-R697UD-2GD,Radeon HD 6970,2,880,,,289,
Asus,HD7950-DC2-3GD5-V2,Radeon HD 7950,3,800,,Black / Red,279,
Galaxy,78NNH5DN00G0,GeForce GTX 780,3,863,,Black / Silver,266,
HP,B4J92AA,GeForce GT 630,2,,,Black / Blue,,
Gigabyte,GV-N250OC-1GI,GeForce GTS 250,1,,,Black / Blue,,
Gigabyte,GV-N460D5-768I-B,GeForce GTX 460,0.75,,,,,
Gigabyte,GV-N460OC-768I,GeForce GTX 460,0.75,715,,Black / Blue,,
Gigabyte,GV-N470D5-13I-B,GeForce GTX 470,1.25,607,,Black / Silver,,
Gigabyte,GV-N470SO-13I,GeForce GTX 470,1.25,700,,,,
Gigabyte,GV-R5876P-2GD-B,Radeon HD 5870,2,850,,Black / Red,,
Gigabyte,GV-R587UD-1GD,Radeon HD 5870,1,850,,Black / Blue,,
EVGA,012-P3-1475-AR,GeForce GTX 470,1.25,,,Black / Red,241,
EVGA,015-P3-1485-AR,GeForce GTX 480,1.5,726,,Black / Silver,266,
EVGA,015-P3-N969-LR,GeForce 9600 GSO,1.5,600,,,,
EVGA,01G-P3-1371-AR,GeForce GTX 460,1,720,,Black / Silver,209,
EVGA,01G-P3-1373-AR,GeForce GTX 460,1,763,,Black / Silver,209,
Sapphire,100253HDMI,Radeon HD 4650,0.5,600,,Black / Blue,,
Asus,EAH5550/DI/1GD3,Radeon HD 5550,1,550,,Black / Red,167,
EVGA,01G-P3-1145-TR,GeForce GTS 250,1,675,,Black / Green,241,
Asus,EAH4670/DI/1GD3/V2,Radeon HD 4670,1,750,,Red,,
Sapphire,100252HDMI,Radeon HD 4550,0.5,600,,Black / Blue,,
Sapphire,100264HDMI,Radeon HD 4350,0.5,600,,Black / Blue,,
Sapphire,100280SR,Radeon HD 5970,2,,,Black / Red,,
Sapphire,100297L,Radeon HD 5830,1,800,,Black / Blue,,
XFX,HD-455X-YAF2,Radeon HD 4550,0.5,625,,Black,,
XFX,PVT86SYHLG,GeForce 8400 GS,0.5,567,,Black,,
XFX,PVT94GYHH2,GeForce 9400 GT,0.5,550,,Black,175,
XFX,PVT95GYAR2,GeForce 9500 GT,0.5,550,,Black / Green,167,
XFX,PVT95GZAFG,GeForce 9500 GT,1,550,,Black / Green,,
Zotac,ZT-84MEH4M-HSL,GeForce 8400 GS,0.5,567,,Black / Blue,,
Sapphire,100282TXSR,Radeon HD 5850,1,765,,Black / Blue,,
Asus,ENGTX460/2DI/768MD5,GeForce GTX 460,0.75,,,Black / Silver,,
XFX,GS250XZSL4,GeForce GTS 250,1,,,Black,,
Zotac,ZT-40402-10P,GeForce GTX 460,1,675,,Black / Orange,209,
MSI,N470GTX-M2D12-B,GeForce GTX 470,1.25,607,,Black / Silver,243,
Gigabyte,GV-R697D5-2GD-B,Radeon HD 6970,2,880,,Black / Red,,
MSI,R6950-2PM2D2GD5,Radeon HD 6950,2,800,,White / Red,,
MSI,R6970-2PM2D2GD5,Radeon HD 6970,2,880,,White / Red,,
XFX,HD-695A-CNFC,Radeon HD 6950,2,800,,Black / Red,287,
Asus,ENGTX570/2DI/1280MD5,GeForce GTX 570,1.25,742,,Black / Silver,279,
EVGA,015-P3-1580-AR,GeForce GTX 580,1.5,772,,Black / Blue,266,
Asus,EAH6870/2DI2S/1GD5,Radeon HD 6870,1,913,,Black / Red,241,
Biostar,VA6875NPG2,Radeon HD 6870,1,900,,,,
MSI,R6870-2PM2D1GD5,Radeon HD 6870,1,900,,White / Red,223,
XFX,HD-685X-ZNBC,Radeon HD 6850,1,820,,Black / Silver,234,
Diamond,5750PE51GSB,Radeon HD 5750,1,700,,Black / Red,,
VisionTek,900301,Radeon HD 5750,1,700,,Black / Blue,,
Sapphire,100253HDMI-64B,Radeon HD 4650,0.5,600,,,,
Biostar,VA5775NHG1,Radeon HD 5770,1,850,,,,
Diamond,5770PE51GSB,Radeon HD 5770,1,850,,Black / Red,,
PowerColor,AX5770 1GBD5-H,Radeon HD 5770,1,850,,Black / Red,,
PowerColor,AX5770 1GBD5-IDH,Radeon HD 5770,1,850,,,,
PowerColor,AX5770 1GBD5-PPG,Radeon HD 5770,1,875,,Black / Red,,
Sapphire,100283FLEX,Radeon HD 5770,1,850,,Black / Blue,,
VisionTek,900300,Radeon HD 5770,1,850,,Black / Red,,
XFX,HD-577X-ZMF3,Radeon HD 5770,1,850,,Black / Red,223,
Asus,EAH5570/DI/1GD3,Radeon HD 5570,1,650,,,,
Asus,EAH5670/DI/512MD5/V2,Radeon HD 5670,0.5,774,,,222.504,
Asus,EAH5850 DIRECTCU TOP/2DIS/1GD5,Radeon HD 5850,1,765,,Black / Red,241.3,
XFX,HD-587A-CNF9,Radeon HD 5870,2,850,,,,
XFX,HD-585X-ZABC,Radeon HD 5850,1,755,,Black / Red,,
XFX,HD-583X-ZAFC,Radeon HD 5830,1,800,,Black / Red,,
XFX,HD-567X-YNF3,Radeon HD 5670,0.5,775,,Black / Red,168,
XFX,HD-435X-UAH2,Radeon HD 4350,0.25,600,,Black,,
Gigabyte,GV-R557OC-1GI,Radeon HD 5570,1,670,,Black / Blue,,
Biostar,VA5573NHG1,Radeon HD 5570,1,650,,,,
Diamond,5450PE512,Radeon HD 5450,0.5,650,,Red / Silver,,
Diamond,5670PE51G,Radeon HD 5670,1,775,,Black / Blue,182,
MSI,R5450-MD1GH/D2,Radeon HD 5450,1,650,,Black / Silver,167,
PowerColor,AX5870 1GBD5-PPDHG2,Radeon HD 5870,1,875,,,,
PowerColor,AX4830 512MD3,Radeon HD 4830,0.5,575,,,213,
PowerColor,AX5550 512MK3-H,Radeon HD 5550,0.5,550,,Black / Red,,
Sapphire,100287VGAL,Radeon HD 5670,0.5,775,,,,
Sapphire,100289L,Radeon HD 5670,1,775,,Black / Blue,,
Sapphire,100292L,Radeon HD 5450,1,600,,Black / Blue,,
Sapphire,100294UL,Radeon HD 5550,1,550,,Black / Blue,,
VisionTek,900307,Radeon HD 4670 X2,2,725,,,,
ECS,NGTX580-1536PI-F,GeForce GTX 580,1.5,772,,Black / Green,,
EVGA,01G-P3-1367-TR,GeForce GTX 460 SE,1,720,,Black / Silver,209,
Gigabyte,GV-N470OC-13I REV2.0,GeForce GTX 470,1.25,630,,,,
Gigabyte,GV-N480SO-15I,GeForce GTX 480,1.5,820,,,,
MSI,HAWK,GeForce GTX 460,1,780,,Black / Silver,237,
MSI,TWIN FROZR II SOC,GeForce GTX 460,0.75,750,,Black / Silver,252,
MSI,TWIN FROZR II GE,GeForce GTX 465,1,607,,Black / Orange,,
MSI,TWIN FROZR II,GeForce GTX 470,1.25,607,,Black / Silver,,
Sparkle,SXX460768D5UNM,GeForce GTX 460,0.75,675,,Black / Purple,209,
Zotac,ZT-40301-10P,GeForce GTX 465,1,607,,Black / Orange,,
Zotac,ZT-40404-10P,GeForce GTX 460,0.75,710,,Black / Orange,,
Zotac,ZT-40407-10P,GeForce GTX 460,1,710,,Black / Orange,,
XFX,PVT95GYAJ2,GeForce 9500 GT,0.5,550,,Black / Green,167,
Zotac,ZT-50303-10M,GeForce GTX 560 Ti,1,850,,Black / Orange,,
Gigabyte,GV-N580UD-15I,GeForce GTX 580,1.5,795,,Black / Green,,
MSI,TWIN FROZR II,GeForce GTX 570,1.25,750,,,,
PNY,VCGGTX580XPB,GeForce GTX 580,1.5,772,,Black / Gold,266,
Asus,ENGT440/DI/1GD5,GeForce GT 440,1,822,,Black / Red,214,
Asus,ENGTS450 DIRECTCU TOP/DI/1GD5,GeForce GTS 450,1,925,,,216,
Asus,ENGTX460 DC TOP/2DI/1GD5/V2,GeForce GTX 460,1,775,,,248,
ECS,N9500GTC-1GQS-F,GeForce 9500 GT,1,,,Black / Silver,,
EVGA,01G-P3-1432-LR,GeForce GT 430,1,700,,Black / Green,144,
MSI,N430GT-MD1GD3 OC/TF,GeForce GT 430,1,785,,Black / Silver,170,
MSI,N450GTS-M2D1GD5,GeForce GTS 450,1,783,,Black / Red,,
MSI,R5750-MD1G,Radeon HD 5750,1,700,,Black / Silver,,
Sapphire,100291DDR3L,Radeon HD 5450,0.5,650,,Black / Green,,
Sapphire,100311-2SR,Radeon HD 6970,2,,,,,
Sapphire,100312-1GSR,Radeon HD 6950,1,,,Black / Silver,,
Sapphire,100314VXSR,Radeon HD 6870,1,900,,Black / White,,
XFX,HD557XZNFR,Radeon HD 5570,1,650,,Black,,
EVGA,012-P3-1571-AR,GeForce GTX 570,1.25,732,,Black / Red,228,
EVGA,012-P3-1573-KR,GeForce GTX 570,1.25,797,,Black / Red,228,
XFX,HD-699A-ENF9,Radeon HD 6990,4,830,,Black / Red,,
Diamond,6990PE54G,Radeon HD 6990,4,830,,Black / Red,,
PowerColor,AX6990 4GBD5-M4D,Radeon HD 6990,4,830,,Black / Red,,
EVGA,01G-P3-1431-KR,GeForce GT 430,1,700,,Black / Green,165,
EVGA,01G-P3-1563-A1,GeForce GTX 560 Ti,1,900,,Black,228,
Zotac,ZT-50401-10L,GeForce GTX 550 Ti,1,900,,Black / Orange,187,
PowerColor,AX5450 2GBK3-SH,Radeon HD 5450,2,650,,Black / Red,167,
HIS,H467QR1GH,Radeon HD 4670,1,750,,Blue / Silver,,
HIS,H545H1G,Radeon HD 5450,1,650,,Black / Blue,,
HIS,H545HO512,Radeon HD 5450,0.5,650,,Black / Blue,,
HIS,H545HR2G,Radeon HD 5450,2,650,,Black / Green,,
HIS,H679QNT1G2M,Radeon HD 6790,1,900,,,,
HIS,H685QNT1GD,Radeon HD 6850,1,820,,Green,,
HIS,H699F4G4M,Radeon HD 6990,4,830,,Black / Blue,,
Zotac,ZT-50302-10M,GeForce GTX 560 Ti,1,950,,Black / Orange,228,
Zotac,ZT-50601-10L,GeForce GT 520,1,810,,Black / Orange,167,
Diamond,6950PE51G,Radeon HD 6950,1,800,,Black / Red,271,
PNY,VCGGTX550TXPB-OC,GeForce GTX 550 Ti,1,966,,Black,209,
PNY,VCGGTX560TXPB-OC-BDL,GeForce GTX 560 Ti,1,850,,,,
Gigabyte,GV-R687SO-1GD,Radeon HD 6870,1,950,,,289,
MSI,R6670-MD1GD5,Radeon HD 6670,1,800,,,,
MSI,Cyclone PE,Radeon HD 6850,1,775,,Black / Silver,216,
PowerColor,AX6670 1GBD5-H,Radeon HD 6670,1,800,,Black / Red,,
PowerColor,AX6950 2GBD5-2DH,Radeon HD 6950,2,800,,Black / Red,275,
Sapphire,100316L,Radeon HD 6790,1,,,Black / Silver,,
HIS,H545H1GDL,Radeon HD 5450,1,650,,Black / Blue,,
PowerColor,AE5450 512MD2-SH,Radeon HD 5450,0.5,650,,Black / Red,,
PowerColor,AX6950 2GBD5-PPVG,Radeon HD 6950,2,850,,Black / Red,,
Sapphire,100328VXL,Radeon HD 6770,1,,,Black / Blue,,
XFX,HD-677X-ZNLC,Radeon HD 6770,1,850,,Black,220,
ECS,NGT440-1GQI-F,GeForce GT 440,1,810,,Black / Blue,,
EVGA,01G-P3-1567-AR,GeForce GTX 560 Ti,1,900,,Black / Green,228,
EVGA,02G-P3-1387-AR,GeForce GTX 460 X2,2,700,,Black / Gold,292,
Gigabyte,GV-N520OC-1GI,GeForce GT 520,1,830,,Black / Blue,,
MSI,N430GT-MD1GD3/OC,GeForce GT 430,1,730,,Black / Gold,,
MSI,LIGHTNING,GeForce GTX 580,1.5,832,,Black / Silver,,
Sparkle,X570,GeForce GTX 570,1.25,772,,,266,
Zotac,ZT-40703-10L,GeForce GT 440,1,810,,Black / Orange,144,
HIS,H679F1GD,Radeon HD 6790,1,840,,Black / Blue,,
HIS,H697QT2G2M,Radeon HD 6970,2,900,,Blue / Silver,,
MSI,N560GTX-M2D1GD5,GeForce GTX 560,1,810,,Black,,
PowerColor,AX6850 1GBD5-I2DH,Radeon HD 6850,1,775,,Black / Red,,
Diamond,6450PE31G,Radeon HD 6450,1,625,,Red / Silver,,
Asus,ENGT430 DC SL/DI/1GD3,GeForce GT 430,1,700,,Black / Red,185,
EVGA,012-P3-1577-KR,GeForce GTX 570,1.25,732,,,228,
EVGA,012-P3-1578-AR,GeForce GTX 570,1.25,822,,Black / Red,266,
EVGA,01G-P3-1463-KR,GeForce GTX 560,1,850,,Black / Green,209,
Gigabyte,GV-N570OC-13I Rev2.0,GeForce GTX 570,1.25,780,,Black / Blue,281,
Gigabyte,GV-R645D3-512I,Radeon HD 6450,0.5,625,,Blue / Silver,,
Gigabyte,GV-R677SL-1GD,Radeon HD 6770,1,850,,Black / Blue,274,
HIS,H685FN1GD,Radeon HD 6850,1,775,,Black / Blue,,
PowerColor,AX6770 1GBD5-IDHG,Radeon HD 6770,1,850,,Black / Red,,
Sapphire,100297-2L,Radeon HD 5830,1,,,,,
Sapphire,100321DDR5OCL,Radeon HD 6450,0.5,,,,,
Sapphire,100327VXL,Radeon HD 6750,1,710,,,,
XFX,GT-430X-ZAF2,GeForce GT 430,1,700,,Black,,
XFX,GT-520M-CNF2,GeForce GT 520,2,810,,Black,,
Sparkle,X520,GeForce GT 520,1,900,,Black,154,
Gigabyte,GV-R545D3-1GI,Radeon HD 5450,1,650,,Black / Blue,198,
PNY,VCGGTX580XPB-LC-CPU,GeForce GTX 580,1.5,857,,Black / White,,
XFX,HD-677X-ZNFC,Radeon HD 6770,1,850,,Black / Silver,200,
Zotac,ZT-50102-30P,GeForce GTX 580,1.5,815,,,266,
VisionTek,900373,Radeon HD 6870,2,,,Black / Red,,
XFX,HD-679X-ZRFC,Radeon HD 6790,1,840,,Black / Silver,234,
Galaxy,56NGH6HS4IXZ,GeForce GTX 560 Ti,1,835,,Black / Blue,236,
Galaxy,55NGH8HX4NXK,GeForce GTX 550 Ti,1,900,,Black / Blue,184,
ECS,NGT440-512QI-F1,GeForce GT 440,0.5,810,,Black / Blue,,
Galaxy,60XMH6HS3HMW,GeForce GTX 460,0.75,700,,Black / Blue,,
Galaxy,60XGH3HS3CUD,GeForce GTX 465,1,607,,Blue / Silver,,
Diamond,6750PE51GSB,Radeon HD 6750,1,700,,Black / Green,215,
Galaxy,44GGS8HX3VXZ,GeForce GT 440,1,810,,Black / Blue,144,
Galaxy,52GGS4HX2HXZ,GeForce GT 520,1,810,,Green / Blue,172,
Diamond,6670PE51GV2,Radeon HD 6670,1,800,,Black / Blue,162,
Zotac,ZT-50705-10M,GeForce GTX 560,2,820,,Black / Orange,209,
VisionTek,900394,Radeon HD 6870 X2,2,,,Black / Red,,
Gigabyte,GV-R697UD-2GD REV2.0,Radeon HD 6970,2,880,,,289,
Zotac,ZT-50602-20L,GeForce GT 520,1,810,,Black / Silver,144,
PowerColor,AX6750 1GBD5-NS3DHG,Radeon HD 6750,1,700,,Black / Red,182,
PowerColor,AX6750 1GBD5-LHG,Radeon HD 6750,1,700,,Black / Red,,
Diamond,6870PE51GV2,Radeon HD 6870,1,900,,Black / Blue,248,
Sapphire,100315VXL,Radeon HD 6850,1,800,,,237,
ECS,NBGTX560-1GPI-F,GeForce GTX 560,1,870,,Black / Green,,
Sparkle,SXT4402048S3LNM,GeForce GT 440,2,810,,Blue / Silver,144,
HIS,H695QN1G2M,Radeon HD 6950,1,800,,Translucent Blue,260,
XFX,HD-667X-ZWF4,Radeon HD 6670,1,800,,Black / Silver,198,
XFX,HD-645X-CNH2,Radeon HD 6450,2,650,,Black,167,
Zotac,ZT-40606-20L,GeForce GT 430,1,700,,Black,144,
HIS,H657QO1G,Radeon HD 6570,1,650,,Translucent Blue,,
HIS,H667PS1G,Radeon HD 6670,1,800,,Green / Silver,,
HIS,H687Q1G2M,Radeon HD 6870,1,900,,Translucent Blue,287,
MSI,N430GT-MD2GD3,GeForce GT 430,2,700,,Black,160,
Jaton,Video-PX520GT-LX,GeForce GT 520,1,,,,144,
Diamond,A5970PE52G,Radeon HD 5970,2,725,,,,
Zotac,ZT-84GEL2M-HSL,GeForce 8400 GS,1,520,,Blue / Silver,167,
Asus,EAH5450 SL/DI/512MD3/MG,Radeon HD 5450,0.5,650,,Red / Silver,177,
XFX,HD-645X-YNH2,Radeon HD 6450,0.5,625,,,181,
VisionTek,900331,Radeon HD 5550,1,550,,Black / Blue,267,
Sparkle,X550 Ti DF,GeForce GTX 550 Ti,1,1000,,,209,
HIS,H675FS1G,Radeon HD 6750,1,700,,Black / Blue,169,
XFX,HD-657X-CNF2,Radeon HD 6570,2,650,,Black,149,
Galaxy,55NPH8HX4LXZ,GeForce GTX 550 Ti,2,900,,,209,
Zotac,ZT-50708-10M,GeForce GTX 560,1,820,,Black / Orange,236,
PNY,VCGG2105XXB,GeForce 210,0.5,589,,,,
Zotac,ZT-50313-10M,GeForce GTX 560 Ti 448,1.25,765,,Black / Orange,228,
Gigabyte,GV-N560448-13I,GeForce GTX 560 Ti 448,1.25,732,,Black / Blue,281,
MSI,N430GT-MD1G/LP,GeForce GT 430,1,730,,Black / Silver,165,
EVGA,01G-P3-1361-KR,GeForce GTX 460,1,823,,Black,209,
VisionTek,900486,Radeon HD 6850,1,,,,,
Galaxy,56NKH3HS4GNK,GeForce GTX 560 Ti 448,1.25,732,,,228,
Galaxy,56NGH6DH4TTX,GeForce GTX 560,1,830,,Black,204,
Asus,HD7970-3GD5-3DI2S,Radeon HD 7970,3,925,,Black / Red,276,
Diamond,6770PE51GB,Radeon HD 6770,1,850,,Black / Red,220,
Sparkle,X560 Ti DF 3DG,GeForce GTX 560 Ti,1,950,,,228,
VisionTek,900485,Radeon HD 6670,1,,,Black / Blue,,
Diamond,6950PE52GB,Radeon HD 6950,2,800,,,271,
PowerColor,AX6770 1GBD5-HV2,Radeon HD 6770,1,850,,Black / Red,182,
MSI,R7970-2PMD3GD5,Radeon HD 7970,3,925,,Black / Red,279,
Zotac,ZT-40707-10L,GeForce GT 440,2,810,,Black / Orange,144,
MSI,R7970-2PMD3GD5/OC,Radeon HD 7970,3,1010,,Black / Red,275,
Sapphire,11196-00-40G,Radeon HD 7950,3,800,,Black / Red,265,
PowerColor,AX7950 3GBD5-2DH,Radeon HD 7950,3,800,,Black / Red,275,
MSI,R7950-2PMD3GD5/OC,Radeon HD 7950,3,830,,Black / Red,279,
XFX,FX-795A-TNFC,Radeon HD 7950,3,800,,Black / Silver,266,
XFX,FX-795A-TNBC,Radeon HD 7950,3,900,,Black / Silver,266,
XFX,FX-777A-ZDF4,Radeon HD 7770,1,1000,,Black / Silver,223,
XFX,FX-777A-ZDB4,Radeon HD 7770,1,1095,,Black / Silver,223,
Sapphire,11201-02-40G,Radeon HD 7770,1,1150,,Black / Blue,210,
Gigabyte,GV-R777D5-1GD,Radeon HD 7770,1,1000,,Black / Silver,223,
PowerColor,AX7970 3GBD5-2DHV2,Radeon HD 7970,3,925,,Black / Blue,284,
EVGA,01G-P3-1370-KR,GeForce GTX 460,1,720,,Black,209,
MSI,N430GT-MD4GD3,GeForce GT 430,4,700,,Black,145,
ECS,NGT440-2GQM-F,GeForce GT 440,2,810,,,,
ECS,NGTS450-1GPL-F,GeForce GTS 450,1,783,,Black / Green,,
ECS,NGTX560-1GPI-F1,GeForce GTX 560,1,810,,Black,,
XFX,HD-675X-ZDFC,Radeon HD 6750,1,700,,Black / Red,200,
VisionTek,900506,Radeon HD 7870,2,1000,,Black / Blue,,
Gigabyte,GV-N440-2GI,GeForce GT 440,2,810,,Black / Blue,185,
PowerColor,AX7850 2GBD5-2DH,Radeon HD 7850,2,860,,Black / Red,203,
PNY,VCGGTX680XPB,GeForce GTX 680,2,1006,,Black / Gold,254,
PowerColor,AX7970 3GBD5-2DHV3,Radeon HD 7970,3,925,,Black / Blue,264,
Diamond,7850PE52G,Radeon HD 7850,2,860,,Black / Red,203,
PowerColor,AX6670 1GBK3-HL,Radeon HD 6670,1,800,,Black / Red,,
ATI,100-505682,FirePro V5800,1,,,Black / Red,,
MSI,R6850-PMD1GD5,Radeon HD 6850,1,775,,,226,
Sapphire,100352OCSR,Radeon HD 7950,3,950,,Black / Silver,275,
HIS,H787QN2G2M,Radeon HD 7870,2,1000,,Black / Silver,255,
HIS,H787F2G2M,Radeon HD 7870,2,1000,,Black / Silver,255,
Galaxy,44GPF4DC3FFZ,GeForce GT 440,2,810,,Black / Blue,144,
Galaxy,68NPH6DT6EXZ,GeForce GTX 680,2,1202,,Black / White,288,
Galaxy,62TPF4DC3FNZ,GeForce GT 620,2,710,,Black / Blue,172,
VisionTek,900548,Radeon HD 7870,2,1000,,Black / Red,,
PowerColor,AX7870 2GBD5-6D,Radeon HD 7870,2,1000,,Black / Red,230,
Gigabyte,GV-N640OC-2GI,GeForce GT 640,2,1050,,Black / Blue,189,
XFX,HD-657X-ZDF2,Radeon HD 6570,1,650,,Black,176,
Zotac,ZT-60502-10L,GeForce GT 620,1,700,,Black / Orange,152,
Jaton,Video-PX430GT-LX,GeForce GT 430,1,,,Green / Silver,144,
XFX,GT630NCDF2,GeForce GT 630,2,810,,Black / Silver,156,
PNY,VCGGT6302XPB,GeForce GT 630,2,780,,Black,152,
PowerColor,AX7770 1GBD5-DH,Radeon HD 7770 GHz Edition,1,1000,,Black / Red,169,
EVGA,02G-P4-3684-KR,GeForce GTX 680,2,1006,,Black / Silver,266,
Galaxy,63TGS8HX3XXZ,GeForce GT 630,1,820,,Black / Blue,144,
HIS,H785QNT2G2M,Radeon HD 7850,2,1000,,Black / Silver,234,
Zotac,ZT-60605-10L,GeForce GT 610,0.5,810,,Black / Orange,167,
Galaxy,GTX660Ti-OC/2GD5,GeForce GTX 660 Ti,2,1006,,Black / Silver,,
EVGA,03G-P4-3666-KR,GeForce GTX 660 Ti,3,915,,Black / Silver,241,
Gigabyte,GV-N66TWF2-2GD,GeForce GTX 660 Ti,2,941,,Black / Blue,266,
XFX,FX-785A-CNJC,Radeon HD 7850,2,860,,Black / Silver,198,
Gigabyte,GV-R777OC-1GD Rev2.0,Radeon HD 7770 GHz Edition,1,1050,,Black / Blue,223,
Diamond,7850PE52GV2,Radeon HD 7850,2,860,,Black / Blue,220,
PowerColor,AX7950 3GBD5-2DHV4,Radeon HD 7950,3,850,,Black / Red,275,
Zotac,ZT-60404-10L,GeForce GT 630,1,810,,Black / Orange,144,
Zotac,ZT-60604-10L,GeForce GT 610,0.5,810,,Black / Silver,167,
Zotac,ZT-61001-10M,GeForce GTX 650,1,1071,,Black / Orange,153,
EVGA,01G-P4-3652-KR,GeForce GTX 650 Ti,1,1071,,Black,152,
Diamond,6450PE31GSS,Radeon HD 6450,1,625,,Red,,
