brand,model,speed,modules,price_per_gb,color,first_word_lat,cas_lat,price
Patriot,Viper 4 32 GB,DDR4-2400,4 x 8GB,,Black / Red,12.5,15,
Patriot,Viper 4 32 GB,DDR4-2800,4 x 8GB,,Black / Red,11.429,16,
Patriot,Viper 4 16 GB,DDR4-2800,4 x 4GB,,Black / Red,11.429,16,
Mushkin,Blackline 16 GB,DDR4-2800,4 x 4GB,,Black / White,11.429,16,
Team,T-FORCE VULCAN Z 4 GB,DDR4-2666,1 x 4GB,,Black,13.503,18,
Crucial,Ballistix 8 GB,DDR3-1866,2 x 4GB,,Black / Orange,9.646,9,
Samsung,M393B1G73DB0-YK0 8 GB,DDR3-1600,1 x 8GB,,Black / Green,13.75,11,
Corsair,Dominator Platinum 16 GB,DDR4-3333,4 x 4GB,,Black / Silver,9.601,16,
Wintec,Value 8 GB,DDR3-1333,1 x 8GB,,Green,13.503,9,
Kingston,KTH-PL421/8G 8 GB,DDR4-2133,1 x 8GB,7.249,Green,14.065,15,57.99
Mushkin,Blackline 32 GB,DDR4-2800,4 x 8GB,,Black / White,11.429,16,
Crucial,CT16G4RFD4266-2G6E1 16 GB,DDR4-2666,1 x 16GB,,Green / Black,14.254,19,
Samsung,M393A2K40CB2-CVF 16 GB,DDR4-2933,1 x 16GB,,Green / Black,14.32,21,
Pareema,MD316D81611L1 8 GB,DDR3-1600,1 x 8GB,,Black / Green,13.75,11,
Pareema,MD313C81609L1 4 GB,DDR3-1333,1 x 4GB,,Blue,13.503,9,
Pareema,MD313C80809L2 4 GB,DDR3-1333,2 x 2GB,,Blue,13.503,9,
Klevv,Genuine 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Klevv,Genuine 8 GB,DDR3-2133,2 x 4GB,,Black / Silver,9.376,10,
Klevv,Neo 32 GB,DDR3-1600,4 x 8GB,,Silver,11.25,9,
Klevv,Neo 16 GB,DDR3-2400,2 x 8GB,,Silver,9.167,11,
Pareema,MD316C81611L1 4 GB,DDR3-1600,1 x 4GB,,Green,13.75,11,
Mushkin,Silverline 16 GB,DDR3-1333,4 x 4GB,,Gray / Silver,13.503,9,
Klevv,Genuine 16 GB,DDR3-2666,4 x 4GB,,Black / Silver,9.002,12,
Mushkin,Blackline 16 GB,DDR3-1600,4 x 4GB,,Black,11.25,9,
Mushkin,Redline 16 GB,DDR3-1600,4 x 4GB,,Red,8.75,7,
Kingston,KVR13LR9D4K3/48 48 GB,DDR3-1333,3 x 16GB,6.229,Black / Green,13.503,9,298.99
GeIL,Evo Two 16 GB,DDR3-1600,2 x 8GB,,Black / Red,11.25,9,
Kingston,KHX1600C9D3K8/32GX 32 GB,DDR3-1600,8 x 4GB,,Blue / Silver,11.25,9,
Crucial,Ballistix 4 GB,DDR3-1333,1 x 4GB,,Black / Yellow,10.503,7,
Corsair,Vengeance 8 GB,DDR3-1600,2 x 4GB,,Black / Red,11.25,9,
Mushkin,Silverline 24 GB,DDR3-1333,3 x 8GB,,Gray / Silver,13.503,9,
Avexir,Core Series 4 GB,DDR3-1600,1 x 4GB,,Black / Red,13.75,11,
Crucial,Ballistix Sport 12 GB,DDR3-1600,3 x 4GB,,Black / Silver,11.25,9,
Wintec,Value 4 GB,DDR3-1333,2 x 2GB,,Green,13.503,9,
Avexir,Core Series 8 GB,DDR3-2400,2 x 4GB,,Black / Blue,9.167,11,
Kingston,Blu 4 GB,DDR3-1600,1 x 4GB,,Red / Silver,11.25,9,
Corsair,Vengeance 16 GB,DDR3-2133,4 x 4GB,,Black / Red,8.439,9,
Corsair,Vengeance LPX 16 GB,DDR4-2400,4 x 4GB,,Blue,12.5,15,
KFA2,Hall Of Fame Extreme 16 GB,DDR4-4000,2 x 8GB,,White / Silver,9.5,19,
Klevv,BOLT 4 GB,DDR4-2400,1 x 4GB,,Black / Gold,12.5,15,
Crucial,Ballistix Elite 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,10,8,
Crucial,Ballistix Elite 8 GB,DDR3-1866,2 x 4GB,,Black / Silver,9.646,9,
Avexir,Core Series 16 GB,DDR3-2133,2 x 8GB,,Black / Red,10.314,11,
Patriot,Viper Xtreme Division 4 16 GB,DDR3-1866,4 x 4GB,,Black / Silver,9.646,9,
Patriot,Viper Xtreme Division 4 16 GB,DDR3-1600,4 x 4GB,,Black / Silver,10,8,
Mushkin,Redline 16 GB,DDR3-2133,2 x 8GB,,Red,8.439,9,
GeIL,EVO CORSA Series 64 GB,DDR3-1333,8 x 8GB,,Black / Yellow,13.503,9,
G.Skill,Ripjaws Z Series 16 GB,DDR3-1600,4 x 4GB,,Black / Blue,10,8,
G.Skill,Ares Series 8 GB,DDR3-1600,2 x 4GB,,Black / Blue,10,8,
G.Skill,Ares Series 16 GB,DDR3-2133,4 x 4GB,,Black / Orange,10.314,11,
Team,Vulcan 8 GB,DDR3-1600,2 x 4GB,,Red,11.25,9,
Patriot,"Gamer 2 Series, Division 4 Editi 16 GB",DDR3-1866,4 x 4GB,,Black / Blue,9.646,9,
ADATA,AX4U3200W4G16-QGZ 16 GB,DDR4-3200,4 x 4GB,,Gold,10,16,
Kingston,HX424C12PBK4/32 32 GB,DDR4-2400,4 x 8GB,,Black,10,12,
Kingston,Predator 64 GB,DDR4-2800,8 x 8GB,,Black,10,14,
Kingston,Predator 32 GB,DDR4-2133,4 x 8GB,,Black,12.189,13,
Team,T-FORCE T1 8 GB,DDR4-2666,2 x 4GB,,Black / Red,13.503,18,
Patriot,"Gamer 2, Division 4 Edition 32 GB",DDR3-1600,4 x 8GB,,Black / Blue,11.25,9,
G.Skill,Ripjaws X + Turbulence II Series 8 GB,DDR3-2400,2 x 4GB,,Black / Red,9.167,11,
G.Skill,Trident + Turbulence II Series 8 GB,DDR3-2400,2 x 4GB,,,8.333,10,
PNY,MD8192KD3-2133-X10 8 GB,DDR3-2133,2 x 4GB,32.784,Black / Silver,9.376,10,262.27
Kingston,KVR24R17S8/8MA 8 GB,DDR4-2400,1 x 8GB,,Green,14.167,17,
G.Skill,Ripjaws X Series 8 GB,DDR3-1866,4 x 2GB,,,8.574,8,
G.Skill,Ripjaws Z Series 64 GB,DDR3-2133,8 x 8GB,,Black / Red,10.314,11,
G.Skill,Ripjaws Z Series 64 GB,DDR3-2400,8 x 8GB,,Black / Blue,8.333,10,
GeIL,Value PLUS 8 GB,DDR3-1333,1 x 8GB,,Black / Silver,13.503,9,
EVGA,Superclocked 8 GB,DDR3-1866,2 x 4GB,,Black,9.646,9,
G.Skill,Trident X 8 GB,DDR3-2666,2 x 4GB,,Black / Red,8.252,11,
G.Skill,Trident X 16 GB,DDR3-2666,4 x 4GB,,Black / Red,8.252,11,
G.Skill,Ripjaws Z Series 16 GB,DDR3-2400,4 x 4GB,,Black / Blue,8.333,10,
GeIL,EVO CORSA Series 16 GB,DDR3-2133,2 x 8GB,,,10.314,11,
Corsair,XMS 16 GB,DDR3-1600,2 x 8GB,,,12.5,10,
ADATA,XPG Gaming Series 16 GB,DDR3-2133,2 x 8GB,,Gray / Silver,9.376,10,
ADATA,XPG Gaming Series 8 GB,DDR3-2133,2 x 4GB,,,9.376,10,
Kingston,KHX16C9/8 8 GB,DDR3-1600,1 x 8GB,,Blue / Silver,11.25,9,
Kingston,XMP 10th Anniversary Series 16 GB,DDR3-2133,4 x 4GB,,Gray / Silver,10.314,11,
Corsair,Vengeance 16 GB,DDR3-2133,4 x 4GB,,Black / Red,8.439,9,
OLOy,MD4U163016CJQA 64 GB,DDR4-3000,4 x 16GB,,Black,10.667,16,
Corsair,Vengeance 32 GB,DDR3-1600,4 x 8GB,,Black / Silver,11.25,9,
OLOy,MD4U083016BADA 16 GB,DDR4-3000,2 x 8GB,,White / Silver,10.667,16,
Kingston,KHX18C9T1K4/16X 16 GB,DDR3-1866,4 x 4GB,,Blue,9.646,9,
Kingston,KHX2133C11D3W1K2/8GX 8 GB,DDR3-2133,2 x 4GB,46.625,Black / Silver,10.314,11,373.00
GeIL,SUPER LUCE 16 GB,DDR4-3400,4 x 4GB,,White / Red,9.412,16,
Corsair,Vengeance LPX 16 GB,DDR4-3300,4 x 4GB,,Black / Yellow,9.697,16,
Corsair,Vengeance LPX 16 GB,DDR4-3200,4 x 4GB,,Black / Yellow,9.375,15,
Corsair,Vengeance LPX 64 GB,DDR4-2666,8 x 8GB,,Black / Yellow,11.253,15,
Kingston,KVR16N11/2 2 GB,DDR3-1600,1 x 2GB,12.495,Green,13.75,11,24.99
GeIL,EVO Veloce Series 16 GB,DDR3-1600,2 x 8GB,,Red / Silver,11.25,9,
Corsair,Dominator Platinum 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Kingston,KHX16C9P1K2/16 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,11.25,9,
G.Skill,Trident X 32 GB,DDR3-2600,4 x 8GB,,,8.462,11,
GeIL,EVO Leggara Series 16 GB,DDR3-2133,2 x 8GB,,Black / Green,10.314,11,
ADATA,XPG GAMMIX D10 16 GB,DDR4-2400,1 x 16GB,,Black / White,13.333,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-2400,1 x 16GB,,Black / White,13.333,16,
ADATA,XPG GAMMIX D10 4 GB,DDR4-2400,1 x 4GB,,Black / White,13.333,16,
ADATA,XPG GAMMIX D10 4 GB,DDR4-2666,1 x 4GB,,Black / White,12.003,16,
ADATA,XPG GAMMIX D10 32 GB,DDR4-2400,4 x 8GB,,Red / White,13.333,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-2666,1 x 16GB,,Red / White,12.003,16,
ADATA,XPG GAMMIX D10 32 GB,DDR4-2666,4 x 8GB,,Red / White,12.003,16,
GeIL,EVO Leggara Series 16 GB,DDR3-1600,2 x 8GB,,Black / Green,11.25,9,
ADATA,XPG GAMMIX D10 16 GB,DDR4-2666,4 x 4GB,,Red / White,12.003,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-3000,4 x 4GB,,Red / White,10.667,16,
ADATA,XPG GAMMIX D10 4 GB,DDR4-3000,1 x 4GB,,Red / White,10.667,16,
Corsair,Vengeance Pro 16 GB,DDR3-1600,2 x 8GB,,Black / Red,13.75,11,
Kingston,Value 2 GB,DDR3-1066,1 x 2GB,,Green,13.133,7,
Patriot,Viper 3 16 GB,DDR3-2133,2 x 8GB,,Black / Silver,10.314,11,
Patriot,Viper 3 32 GB,DDR3-2133,4 x 8GB,,Black / Silver,10.314,11,
GeIL,EVO SPEAR 16 GB,DDR4-3200,2 x 8GB,,Black,10,16,
Crucial,CT4K4G4RFS8266 16 GB,DDR4-2666,4 x 4GB,,Green / Black,14.254,19,
Mushkin,Blackline 32 GB,DDR3-1600,4 x 8GB,,Black,11.25,9,
Patriot,"Intel Extreme Master, Limited Ed 8 GB",DDR3-1866,2 x 4GB,,Black / Blue,9.646,9,
Kingston,KVR1333D3N9HK3/12G 12 GB,DDR3-1333,3 x 4GB,,Green,13.503,9,
Patriot,"Intel Extreme Master, Limited Ed 16 GB",DDR3-1866,4 x 4GB,,Black / Blue,9.646,9,
G.Skill,Ripjaws Z Series 32 GB,DDR3-2133,4 x 8GB,,Black / Red,10.314,11,
G.Skill,Trident 16 GB,DDR3-2400,4 x 4GB,,Black / Red,8.333,10,
Mushkin,Silverline 16 GB,DDR3-1600,2 x 8GB,,Gray / Silver,13.75,11,
GeIL,EVO Leggara Series 32 GB,DDR3-1333,4 x 8GB,,Black / Green,13.503,9,
Patriot,Viper 3 16 GB,DDR3-1866,4 x 4GB,,Black / Silver,9.646,9,
Patriot,Viper 3 16 GB,DDR3-1866,2 x 8GB,,Black / Red,10.718,10,
Patriot,Viper 3 16 GB,DDR3-1600,2 x 8GB,,Black / Red,12.5,10,
Patriot,Viper 3 16 GB,DDR3-2133,4 x 4GB,,Black / Red,10.314,11,
Patriot,Viper 3 16 GB,DDR3-2133,2 x 8GB,,Black / Red,10.314,11,
Patriot,Viper 3 16 GB,DDR3-1866,4 x 4GB,,Black / Red,9.646,9,
Corsair,Vengeance LP 16 GB,DDR3-1866,4 x 4GB,,Black / Blue,9.646,9,
Corsair,Dominator Platinum 16 GB,DDR3-2666,4 x 4GB,,Black / Silver,8.252,11,
Patriot,Viper 8 GB,DDR3-2400,2 x 4GB,,Black,8.333,10,
Corsair,CML8GX3M2A1600C9R 8 GB,DDR3-1600,2 x 4GB,,Black / Red,11.25,9,
Kingston,Predator Series 32 GB,DDR3-1600,4 x 8GB,,Black / Blue,11.25,9,
G.Skill,Trident X 32 GB,DDR3-1866,4 x 8GB,,Black / Red,8.574,8,
Kingston,Predator Series 8 GB,DDR3-1600,2 x 4GB,,Black / Blue,11.25,9,
Kingston,Blu Red Series 4 GB,DDR3-1600,2 x 2GB,,Red / Silver,11.25,9,
G.Skill,Trident X 16 GB,DDR3-2666,4 x 4GB,,,7.502,10,
Kingston,D4G72M152Q 32 GB,DDR4-2133,1 x 32GB,,Black / Green,14.065,15,
Corsair,Vengeance 64 GB,DDR3-1866,8 x 8GB,,Black / Yellow,9.646,9,
Kingston,Blu 8 GB,DDR3-1333,1 x 8GB,,Blue / Silver,13.503,9,
Corsair,Dominator Platinum 16 GB,DDR3-2800,4 x 4GB,,,7.857,11,
G.Skill,Trident X 16 GB,DDR3-2400,4 x 4GB,,Black / Red,7.5,9,
G.Skill,NS Series 4 GB,DDR3-1333,1 x 4GB,21.250,Black,13.503,9,85.00
Corsair,Dominator Platinum 16 GB,DDR4-3466,2 x 8GB,,,9.233,16,
G.Skill,Trident Z Royal 64 GB,DDR4-3200,8 x 8GB,,Gold,10,16,
OLOy,MD4U162417BGDA 32 GB,DDR4-2400,2 x 16GB,,Red,14.167,17,
OLOy,MD4U162619BGDA 32 GB,DDR4-2666,2 x 16GB,,Black,14.254,19,
GeIL,SUPER LUCE 16 GB,DDR4-3000,4 x 4GB,,Black / Blue,10.667,16,
ADATA,XPG Gaming Series v2.0 8 GB,DDR3-2400,2 x 4GB,,,8.333,10,
PNY,XLR8 16 GB,DDR3-2133,2 x 8GB,,Black / Red,9.376,10,
Corsair,Dominator Platinum 64 GB,DDR4-2800,8 x 8GB,,Black / Silver,10.714,15,
Corsair,Dominator Platinum 16 GB,DDR4-3466,4 x 4GB,,Black / Silver,10.387,18,
Kingston,Beast 8 GB,DDR3-2400,2 x 4GB,,Black,9.167,11,
Crucial,Ballistix Elite 8 GB,DDR3-2133,2 x 4GB,,,8.439,9,
Kingston,Black Series 4 GB,DDR3-1333,1 x 4GB,,Black / Silver,13.503,9,
G.Skill,Ripjaws 4 Series 16 GB,DDR4-3333,4 x 4GB,,Red,9.601,16,
G.Skill,Ripjaws 4 Series 16 GB,DDR4-3300,4 x 4GB,,Red,9.697,16,
G.Skill,Ripjaws 4 Series 8 GB,DDR4-3200,2 x 4GB,,Black,10,16,
PNY,Anarchy 8 GB,DDR3-2933,2 x 4GB,,Black / Red,8.183,12,
PNY,Anarchy 8 GB,DDR3-2800,2 x 4GB,,Black / Red,8.571,12,
PNY,Anarchy 16 GB,DDR3-2400,2 x 8GB,,Black / Red,9.167,11,
Klevv,Fit 16 GB,DDR3-2133,2 x 8GB,,Silver / Black,9.376,10,
PNY,Anarchy 4 GB,DDR4-2133,1 x 4GB,,Black / Red,14.065,15,
PNY,Anarchy 8 GB,DDR4-2133,1 x 8GB,,Black / Blue,14.065,15,
PNY,Anarchy 8 GB,DDR4-2133,1 x 8GB,,Black / Red,14.065,15,
PNY,Anarchy 4 GB,DDR4-2133,1 x 4GB,,Black / Blue,14.065,15,
PNY,Anarchy 16 GB,DDR3-2133,4 x 4GB,,Black / Blue,9.376,10,
PNY,Anarchy X 8 GB,DDR3-2933,2 x 4GB,,Black / Blue,8.183,12,
PNY,Anarchy 4 GB,DDR4-2400,1 x 4GB,,Black / Red,12.5,15,
PNY,Anarchy 8 GB,DDR4-2133,2 x 4GB,,Black / Red,14.065,15,
PNY,Anarchy 32 GB,DDR3-2133,4 x 8GB,,Black / Blue,9.376,10,
PNY,Anarchy X 16 GB,DDR4-2800,4 x 4GB,,Black / Red,11.429,16,
PNY,Anarchy X 16 GB,DDR4-2800,4 x 4GB,,Black / Blue,11.429,16,
Kingston,LV XMP 10th Anniversary Series 16 GB,DDR3-1600,2 x 8GB,,Gray / Silver,12.5,10,
Kingston,KVR16R11S8K2/8 8 GB,DDR3-1600,2 x 4GB,14.999,Black / Green,13.75,11,119.99
G.Skill,Ripjaws V Series 16 GB,DDR4-3200,4 x 4GB,,Black,10,16,
Kingston,KVR16R11D8K4/32 32 GB,DDR3-1600,4 x 8GB,,Black / Green,13.75,11,
Mushkin,Blackline 32 GB,DDR4-2400,4 x 8GB,,Black / Silver,12.5,15,
Mushkin,Redline 16 GB,DDR4-3000,2 x 8GB,,Red / Silver,10,15,
Mushkin,Blackline 16 GB,DDR4-2400,4 x 4GB,,Black / Silver,12.5,15,
Mushkin,Redline 4 GB,DDR4-2800,1 x 4GB,,Red / Silver,10.714,15,
Mushkin,Redline 4 GB,DDR4-2666,1 x 4GB,,Red / Silver,11.253,15,
Mushkin,Blackline 4 GB,DDR4-2133,1 x 4GB,,Black / Silver,11.252,12,
ADATA,AX4U3000W4G16-QGZ 16 GB,DDR4-3000,4 x 4GB,,Black / Gold,10.667,16,
Mushkin,Redline 8 GB,DDR4-2800,2 x 4GB,,Red / Silver,10.714,15,
Mushkin,Blackline 4 GB,DDR4-2800,1 x 4GB,,Black / Silver,11.429,16,
Team,TDWED416G3000HC16AQC01 16 GB,DDR4-3000,4 x 4GB,,Black / White,10.667,16,
Mushkin,Redline 8 GB,DDR4-2666,1 x 8GB,,Red / White,11.253,15,
Mushkin,Blackline 32 GB,DDR4-2800,4 x 8GB,,Black / Silver,11.429,16,
Mushkin,ECO2 8 GB,DDR3-1600,1 x 8GB,,Black / Silver,13.75,11,
Mushkin,ECO2 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,13.75,11,
Kingston,Savage 8 GB,DDR4-3000,2 x 4GB,,Black / White,10,15,
Kingston,Savage 16 GB,DDR4-2133,4 x 4GB,,Black / White,12.189,13,
Team,T-Force XTREEM 16 GB,DDR4-3733,2 x 8GB,,Black / Gold,9.644,18,
Team,T-Force XTREEM 16 GB,DDR4-3600,2 x 8GB,,Black / Gold,10,18,
Team,T-Force XTREEM 16 GB,DDR4-3466,2 x 8GB,,Black / Gold,9.81,17,
Team,T-Force XTREEM 16 GB,DDR4-3733,2 x 8GB,,Black / Silver,9.644,18,
Team,T-Force XTREEM 8 GB,DDR4-3466,2 x 4GB,,Black / Silver,9.81,17,
Team,T-Force XTREEM 8 GB,DDR4-3600,2 x 4GB,,Black / Silver,9.444,17,
Team,Xtreem 16 GB,DDR4-3466,2 x 8GB,,Black / Red,9.81,17,
Team,Vulcan 8 GB,DDR3-1600,1 x 8GB,,Black / Red,11.25,9,
Team,Dark 16 GB,DDR4-2666,2 x 8GB,,Black / White,11.253,15,
Team,Vulcan 16 GB,DDR3-1600,2 x 8GB,,Black / Gold,11.25,9,
Team,Dark 8 GB,DDR4-2800,2 x 4GB,,Black / White,10.714,15,
Team,Dark 8 GB,DDR4-2800,2 x 4GB,,Black / White,11.429,16,
G.Skill,Ripjaws V Series 16 GB,DDR4-2800,4 x 4GB,,Black / Red,10.714,15,
Patriot,Viper 3 8 GB,DDR3-2400,2 x 4GB,,Red / Silver,8.333,10,
Kingston,Savage 32 GB,DDR4-2800,4 x 8GB,,Black / White,10,14,
Mushkin,Redline 16 GB,DDR4-2800,2 x 8GB,,Red / Silver,10.714,15,
Mushkin,Blackline 32 GB,DDR4-2133,4 x 8GB,,Black / Silver,11.252,12,
Panram,Ninja-V 16 GB,DDR4-2400,4 x 4GB,,White / Silver,12.5,15,
Panram,Ninja-V 8 GB,DDR4-2400,2 x 4GB,,Black / Silver,12.5,15,
Panram,Ninja Series 8 GB,DDR3-1600,1 x 8GB,,Black / White,12.5,10,
Corsair,Vengeance LPX 16 GB,DDR4-3000,4 x 4GB,,Blue,10,15,
Panram,Falcon 8 GB,DDR3-1600,1 x 8GB,,Black / Red,11.25,9,
Kingston,Savage 32 GB,DDR4-2133,4 x 8GB,,Black / White,12.189,13,
GeIL,SUPER LUCE 8 GB,DDR4-2400,2 x 4GB,,Black / White,12.5,15,
Mushkin,Redline 4 GB,DDR4-3200,1 x 4GB,,Red / Silver,10,16,
Avexir,Core Series 16 GB,DDR4-2400,2 x 8GB,,Black / Blue,13.333,16,
GeIL,SUPER LUCE RGB SYNC 16 GB,DDR4-3200,2 x 8GB,,White,8.75,14,
Kingston,D51264KL110S 4 GB,DDR3-1600,1 x 4GB,,Black / Green,13.75,11,
G.Skill,Trident Z 8 GB,DDR4-3000,2 x 4GB,,Red / Silver,10,15,
Panram,Ninja-V 8 GB,DDR4-2400,1 x 8GB,,Black / Silver,12.5,15,
Panram,Ninja-V 8 GB,DDR4-2400,2 x 4GB,,Black / Silver,12.5,15,
Panram,Ninja-V 16 GB,DDR4-2133,2 x 8GB,,Black / Silver,12.189,13,
Panram,Ninja-V 4 GB,DDR4-2400,1 x 4GB,,Red / Silver,12.5,15,
Avexir,Raiden 16 GB,DDR4-3000,2 x 8GB,,White / Blue,10,15,
AMD,R5 Entertainment 8 GB,DDR3-1600,1 x 8GB,,Black / Red,13.75,11,
AMD,R5 Entertainment 16 GB,DDR3-1600,2 x 8GB,,Black / Red,13.75,11,
Corsair,Dominator 16 GB,DDR3-1866,4 x 4GB,,Black / Blue,9.646,9,
Team,Dark 16 GB,DDR3-2400,2 x 8GB,,Red,9.167,11,
GeIL,Dragon RAM Combo 16 GB,DDR4-3466,4 x 4GB,,White / Gold,9.233,16,
GeIL,Dragon RAM Combo 8 GB,DDR4-3866,2 x 4GB,,White / Gold,9.312,18,
GeIL,SUPER HERO 16 GB,DDR4-3600,4 x 4GB,,Black / White,9.444,17,
GeIL,Dragon RAM Combo 8 GB,DDR4-3600,2 x 4GB,,White / Gold,9.444,17,
GeIL,Dragon RAM Combo 8 GB,DDR4-3466,2 x 4GB,,White / Gold,9.233,16,
Corsair,Vengeance LPX 16 GB,DDR4-3466,4 x 4GB,,Black / Yellow,9.233,16,
Klevv,Genuine 16 GB,DDR3-2400,2 x 8GB,,Black / Silver,9.167,11,
Panram,Ninja-V 8 GB,DDR4-3600,2 x 4GB,,Red / Silver,10,18,
Avexir,Blitz1.1 8 GB,DDR4-2800,2 x 4GB,,Black / Red,10.714,15,
Corsair,Vengeance LPX 16 GB,DDR4-3333,4 x 4GB,,Black / Yellow,9.601,16,
Kingston,Savage 128 GB,DDR4-2666,8 x 16GB,,Black / Silver,11.253,15,
Kingston,Savage 64 GB,DDR4-2400,4 x 16GB,,Black / Silver,11.667,14,
Team,Night Hawk RGB 16 GB,DDR4-2666,2 x 8GB,,White,11.253,15,
GeIL,EVO POTENZA 16 GB,DDR4-3600,2 x 8GB,,Black,10,18,
G.Skill,Ripjaws V Series 8 GB,DDR4-3866,2 x 4GB,,Black,9.312,18,
G.Skill,Ripjaws V Series 64 GB,DDR4-2800,4 x 16GB,,Black,10,14,
Corsair,Vengeance Pro 32 GB,DDR3-2133,4 x 8GB,,Black / Silver,10.314,11,
Corsair,Vengeance LPX 8 GB,DDR4-3866,2 x 4GB,,Black / Yellow,9.312,18,
GeIL,SUPER LUCE 16 GB,DDR4-2400,2 x 8GB,,Black / Red,12.5,15,
GeIL,SUPER LUCE 16 GB,DDR4-2400,2 x 8GB,,White / Red,12.5,15,
GeIL,SUPER LUCE 16 GB,DDR4-3000,2 x 8GB,,White / Blue,10.667,16,
Corsair,Vengeance LPX 16 GB,DDR4-2400,4 x 4GB,,Red,12.5,15,
Mushkin,Stealth 16 GB,DDR3-1600,2 x 8GB,6.062,Black / Gold,11.25,9,96.99
GeIL,Dragon RAM 8 GB,DDR4-3866,2 x 4GB,,White / Gold,9.312,18,
OLOy,MD4U083618BFDA 16 GB,DDR4-3600,2 x 8GB,,Red,10,18,
Avexir,Budget Series 4 GB,DDR3-1333,1 x 4GB,,Black,13.503,9,
Crucial,CT2KIT51272BD160BJ 8 GB,DDR3-1600,2 x 4GB,,Black / Green,13.75,11,
Team,Dark Pro 16 GB,DDR4-3200,2 x 8GB,,Black / Red,10,16,
Kingston,Savage 8 GB,DDR4-2800,2 x 4GB,,Black,10,14,
Kingston,Savage 16 GB,DDR4-2400,4 x 4GB,,Black,10,12,
Kingston,Savage 32 GB,DDR4-2400,4 x 8GB,,Black,10,12,
Kingston,ValueRAM 4 GB,DDR4-2133,1 x 4GB,,Black / Green,14.065,15,
Kingston,Savage 4 GB,DDR4-2800,1 x 4GB,,Black,10,14,
Kingston,Savage 4 GB,DDR4-2400,1 x 4GB,,Black,10,12,
Avexir,Raiden 16 GB,DDR3-1600,2 x 8GB,,Black / Blue,12.5,10,
Corsair,Dominator Platinum 32 GB,DDR4-2133,4 x 8GB,,Black / Silver,14.065,15,
Corsair,Dominator Platinum 16 GB,DDR4-2400,4 x 4GB,,Black / Silver,12.5,15,
Avexir,Raiden 16 GB,DDR3-2133,2 x 8GB,,White / Blue,8.439,9,
Mushkin,Redline 32 GB,DDR3-2133,4 x 8GB,,,8.439,9,
G.Skill,Trident Z 64 GB,DDR4-3000,8 x 8GB,,Red / Silver,9.333,14,
Team,Vulcan 8 GB,DDR4-3000,2 x 4GB,,Black / Red,10.667,16,
G.Skill,Trident Z 64 GB,DDR4-3200,8 x 8GB,7.969,Red / Silver,8.75,14,509.99
G.Skill,Ripjaws V Series 64 GB,DDR4-3333,4 x 16GB,,Black,9.601,16,
Avexir,Core Series 16 GB,DDR3-1600,4 x 4GB,,Black / Blue,11.25,9,
Avexir,Core Series 16 GB,DDR3-1600,4 x 4GB,,Black / Red,11.25,9,
Crucial,Ballistix Sport XT 8 GB,DDR3-1866,2 x 4GB,,,10.718,10,
Kingston,FURY 64 GB,DDR4-2133,4 x 16GB,,Black / Silver,13.127,14,
Mushkin,Blackline 16 GB,DDR3-2400,2 x 8GB,,Black,9.167,11,
Corsair,Dominator Platinum 8 GB,DDR4-2800,2 x 4GB,,Black / Silver,10.714,15,
Kingston,D4G72M151 32 GB,DDR4-2133,1 x 32GB,,Black / Green,14.065,15,
GeIL,SUPER LUCE 16 GB,DDR4-3000,2 x 8GB,,Black / Blue,10,15,
GeIL,EVO Leggara Series 16 GB,DDR3-1866,4 x 4GB,,Black / Green,9.646,9,
Avexir,Core Series 8 GB,DDR3-1600,1 x 8GB,,Black / Green,13.75,11,
Avexir,Core Series 4 GB,DDR3-1600,1 x 4GB,,Black / Green,13.75,11,
Avexir,ROG Red Tesla 16 GB,DDR4-2666,4 x 4GB,,Black / Red,11.253,15,
ADATA,XPG V2 8 GB,DDR3-1600,2 x 4GB,,Black / Yellow,11.25,9,
ADATA,XPG V2 16 GB,DDR3-2600,2 x 8GB,,Black / Yellow,8.462,11,
AMD,AP38G1869U1K 8 GB,DDR3-1866,2 x 4GB,,Black / Red,9.646,9,
GeIL,EVO VELOCE 16 GB,DDR3-2133,2 x 8GB,,Red / Silver,9.376,10,
Avexir,Core Series 8 GB,DDR4-2666,2 x 4GB,,Black / Red,12.753,17,
Avexir,Core Series 8 GB,DDR4-2400,2 x 4GB,,Black / Yellow,13.333,16,
Avexir,Core Series 16 GB,DDR4-2400,2 x 8GB,,Black / Green,13.333,16,
Mushkin,Stealth 16 GB,DDR3-2800,4 x 4GB,,,8.571,12,
Mushkin,Stealth 16 GB,DDR3-2800,4 x 4GB,,,8.571,12,
G.Skill,Trident X 8 GB,DDR3-2800,2 x 4GB,,,8.571,12,
Team,Elite 8 GB,DDR3-1333,2 x 4GB,,,13.503,9,
Team,TED34096M1600HC11 4 GB,DDR3-1600,1 x 4GB,,,13.75,11,
Team,Xtreem 16 GB,DDR3-2666,2 x 8GB,,,8.252,11,
