brand,model,speed,modules,price_per_gb,color,first_word_lat,cas_lat,price
Crucial,CT4K32G4LFQ4213 128 GB,DDR4-2133,4 x 32GB,,Black / Green,14.065,15,
G.Skill,Ripjaws V Series 64 GB,DDR4-2400,4 x 16GB,29.578,Red,12.5,15,1892.99
Crucial,Ballistix RGB 32 GB,DDR4-3600,2 x 16GB,5.625,White,8.889,16,179.99
G.Skill,Trident Z RGB 32 GB,DDR4-4266,2 x 16GB,10.000,Black,7.97,17,319.99
Crucial,Ballistix RGB 16 GB,DDR4-3200,2 x 8GB,5.062,White,10,16,80.99
Corsair,Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,,White,10,18,
G.Skill,Ripjaws V 8 GB,DDR4-3600,1 x 8GB,4.249,Red / Black,10.556,19,33.99
Kingston,HyperX FURY 16 GB,DDR4-3200,1 x 16GB,4.782,Black,10,16,76.52
Corsair,Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,4.812,Black / Yellow,10,18,76.99
OLOy,MD4U0836180BHRDA 16 GB,DDR4-3600,2 x 8GB,3.562,Red,10,18,56.99
Corsair,Vengeance RGB Pro 32 GB,DDR4-3600,4 x 8GB,7.281,Black,10,18,232.99
G.Skill,Trident Z RGB 64 GB,DDR4-3600,4 x 16GB,7.641,Black,8.889,16,489.00
Patriot,Viper 4 16 GB,DDR4-3200,2 x 8GB,4.061,Red / Black,10,16,64.98
Corsair,Vengeance LPX 256 GB,DDR4-3600,8 x 32GB,5.391,Black / Yellow,10,18,1379.99
Patriot,Viper 4 Blackout 8 GB,DDR4-3200,2 x 4GB,4.999,Black,11.875,19,39.99
G.Skill,Trident Z Neo 64 GB,DDR4-3600,2 x 32GB,4.062,Silver / Black,10,18,259.99
Corsair,Vengeance RGB Pro 16 GB,DDR4-2666,2 x 8GB,5.312,Black,12.003,16,84.99
ADATA,XPG GAMMIX D30 16 GB,DDR4-3200,2 x 8GB,4.875,,10,16,78.00
G.Skill,Trident Z Neo 32 GB,DDR4-3200,2 x 16GB,4.062,Silver / Black,10,16,129.99
G.Skill,Trident Z RGB 256 GB,DDR4-3600,8 x 32GB,,Black,10,18,
G.Skill,Trident Z Royal 256 GB,DDR4-3600,8 x 32GB,4.609,Silver,10,18,1179.99
G.Skill,Trident Z RGB 16 GB,DDR4-3200,2 x 8GB,8.124,Black,8.75,14,129.99
Corsair,Dominator Platinum RGB 32 GB,DDR4-3600,4 x 8GB,9.958,Black,10,18,318.67
G.Skill,Trident Z RGB 16 GB,DDR4-4600,2 x 8GB,,Black,7.826,18,
Crucial,Ballistix RGB 64 GB,DDR4-3600,2 x 32GB,5.624,Black,8.889,16,359.95
Team,T-FORCE DARK Z 32 GB,DDR4-3600,2 x 16GB,,Silver,10,18,
G.Skill,Ripjaws V Series 16 GB,DDR4-3600,2 x 8GB,6.249,Black,8.889,16,99.99
Crucial,Ballistix Elite 32 GB,DDR4-4000,4 x 8GB,5.843,Black,9,18,186.99
Corsair,Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,3.593,White,10,16,114.99
G.Skill,Ripjaws V Series 8 GB,DDR4-2400,2 x 4GB,4.622,Black / Red,12.5,15,36.98
G.Skill,Aegis 8 GB,DDR4-2666,1 x 8GB,3.499,Red / Black,14.254,19,27.99
Corsair,Vengeance LPX 32 GB,DDR4-3000,2 x 16GB,3.906,Black / Yellow,10,15,124.99
Corsair,Dominator Platinum RGB 64 GB,DDR4-3200,4 x 16GB,5.984,Black,10,16,382.99
G.Skill,TridentZ RGB Series 16 GB,DDR4-4000,2 x 8GB,18.062,Black,8.5,17,289.00
Patriot,Signature Premium 8 GB,DDR4-2666,2 x 4GB,,Black,14.254,19,
Crucial,CT8G4DFS8266 8 GB,DDR4-2666,1 x 8GB,4.022,Green / Black,14.254,19,32.18
Team,T-Force Delta RGB 32 GB,DDR4-3200,2 x 16GB,3.750,White / Silver,10,16,119.99
OLOy,WarHawk RGB 16 GB,DDR4-3600,2 x 8GB,,White,10,18,
Patriot,Viper Steel 8 GB,DDR4-3200,1 x 8GB,4.872,Silver / Black,10,16,38.98
Crucial,CT32G4RFD432A 32 GB,DDR4-3200,1 x 32GB,,Green / Black,13.75,22,
Kingston,HyperX Predator RGB 16 GB,DDR4-3200,2 x 8GB,5.312,Black / Silver,10,16,84.99
Corsair,Vengeance LPX 32 GB,DDR4-4000,2 x 16GB,8.125,Black / Yellow,9,18,259.99
Kingston,HyperX Fury 16 GB,DDR4-2666,2 x 8GB,,Red,12.003,16,
Patriot,PSD34G160081 4 GB,DDR3-1600,1 x 4GB,4.495,Green,13.75,11,17.98
G.Skill,Trident Z Neo 16 GB,DDR4-3600,2 x 8GB,8.437,Silver / Black,8.889,16,134.99
Crucial,Ballistix 16 GB,DDR4-3200,2 x 8GB,4.374,Red,10,16,69.98
Crucial,Ballistix 16 GB,DDR4-3000,2 x 8GB,4.643,Red,10,15,74.28
Corsair,Dominator Platinum RGB 16 GB,DDR4-3200,2 x 8GB,7.062,White,10,16,112.99
GeIL,EVO SPEAR 16 GB,DDR4-3200,2 x 8GB,3.624,Black,10,16,57.99
G.Skill,Trident Z 16 GB,DDR4-4000,2 x 8GB,6.874,Black / White,9.5,19,109.99
G.Skill,Trident Z Neo 32 GB,DDR4-3600,4 x 8GB,11.250,Black / Silver,7.778,14,359.99
Klevv,BOLT X 8 GB,DDR4-3200,1 x 8GB,,Black,10,16,
Corsair,Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,4.436,Black,10,16,70.98
Team,T-FORCE DARK Za 16 GB,DDR4-3200,2 x 8GB,4.061,Black / Silver,10,16,64.98
Patriot,Viper 16 GB,DDR4-3400,2 x 8GB,14.596,Gray,9.412,16,233.54
Corsair,Vengeance RGB Pro 32 GB,DDR4-3000,2 x 16GB,4.218,Black,10,15,134.99
Corsair,Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,4.437,White,10.667,16,70.99
G.Skill,Trident Z Royal 128 GB,DDR4-3600,4 x 32GB,4.508,Silver,10,18,576.99
Thermaltake,TOUGHRAM RGB 16 GB,DDR4-3600,2 x 8GB,7.187,White / Silver,10,18,114.99
GeIL,EVO SPEAR Phantom Gaming 32 GB,DDR4-3000,2 x 16GB,2.937,Black,10.667,16,93.99
Kingston,FURY 16 GB,DDR4-2400,2 x 8GB,,Black / Silver,12.5,15,
Crucial,CT16G4DFD8266 16 GB,DDR4-2666,1 x 16GB,3.638,Green / Black,14.254,19,58.20
Kingston,ValueRAM 8 GB,DDR4-2666,1 x 8GB,4.490,Green / Black,14.254,19,35.92
OLOy,WarHawk RGB 32 GB,DDR4-3600,2 x 16GB,,White,10,18,
Team,T-Force XTREEM ARGB 16 GB,DDR4-3600,2 x 8GB,9.901,Black,10,18,158.41
G.Skill,Trident Z RGB 32 GB,DDR4-3600,4 x 8GB,5.781,Black,10,18,184.99
G.Skill,Ripjaws V Series 8 GB,DDR4-2400,1 x 8GB,5.987,Red,12.5,15,47.90
Team,T-FORCE DARK Za 16 GB,DDR4-4000,2 x 8GB,5.624,Black / Silver,9,18,89.99
Corsair,Vengeance LPX 8 GB,DDR4-3200,1 x 8GB,4.997,Black,10,16,39.98
Kingston,KSM26ED8/16ME 16 GB,DDR4-2666,1 x 16GB,6.562,Green,14.254,19,104.99
Patriot,Viper Steel 8 GB,DDR4-3200,2 x 4GB,4.999,Silver / Black,10,16,39.99
Corsair,Vengeance RGB Pro 16 GB,DDR4-3600,1 x 16GB,4.999,Black,10,18,79.99
Corsair,Vengeance Pro 32 GB,DDR3-1600,4 x 8GB,4.375,Black / Red,11.25,9,139.99
Team,T-FORCE VULCAN Z 8 GB,DDR4-3000,1 x 8GB,3.748,Red / Black,10.667,16,29.98
Corsair,Vengeance RGB Pro 16 GB,DDR4-4000,2 x 8GB,9.999,Black,9,18,159.99
Corsair,Vengeance LPX 32 GB,DDR4-3200,4 x 8GB,4.656,White,10,16,148.99
Crucial,Ballistix 32 GB,DDR4-3600,2 x 16GB,5.029,Red,8.889,16,160.94
Corsair,Vengeance RGB Pro 32 GB,DDR4-4000,4 x 8GB,10.312,Black,9,18,329.99
ADATA,XPG Z1 16 GB,DDR4-3200,2 x 8GB,,Black,10,16,
G.Skill,Aegis 4 GB,DDR4-2133,1 x 4GB,4.497,Black / Red,14.065,15,17.99
Patriot,Viper Steel 8 GB,DDR4-3000,1 x 8GB,3.999,Silver / Black,10.667,16,31.99
G.Skill,Trident Z 32 GB,DDR4-3600,4 x 8GB,9.656,Black / White,8.889,16,309.00
OLOy,ND4U1632161DJ0DA 32 GB,DDR4-3200,2 x 16GB,,Black,10,16,
G.Skill,Aegis 16 GB,DDR4-2666,1 x 16GB,3.499,Black / Red,14.254,19,55.99
Corsair,Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,4.000,Black / Yellow,10,16,127.99
G.Skill,Trident Z RGB 32 GB,DDR4-3000,2 x 16GB,4.062,Black,10.667,16,129.99
G.Skill,Ripjaws V 16 GB,DDR4-4000,2 x 8GB,7.812,Black,8,16,124.99
G.Skill,Trident Z Royal 128 GB,DDR4-4000,4 x 32GB,5.312,Gold,9,18,679.99
Corsair,Dominator Platinum RGB 16 GB,DDR4-3600,2 x 8GB,9.499,Black,10,18,151.99
Corsair,Dominator Platinum RGB 16 GB,DDR4-4800,2 x 8GB,54.062,Black,7.5,18,864.99
Corsair,Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,6.249,Black / Yellow,10,18,99.99
G.Skill,Ripjaws V Series 16 GB,DDR4-2666,2 x 8GB,4.187,Black / Red,11.253,15,66.99
Corsair,Vengeance Pro 16 GB,DDR3-1600,2 x 8GB,4.249,Black / Red,11.25,9,67.99
G.Skill,Ripjaws V 32 GB,DDR4-4000,4 x 8GB,10.937,Black,7.5,15,349.99
G.Skill,Trident Z Royal 32 GB,DDR4-4000,4 x 8GB,10.000,Silver,9,18,319.99
G.Skill,Trident Z Neo 64 GB,DDR4-3200,2 x 32GB,4.062,Black / Silver,10,16,259.99
Crucial,CT2K8G4DFS8266 16 GB,DDR4-2666,2 x 8GB,3.984,Green,14.254,19,63.75
G.Skill,Trident Z Royal 32 GB,DDR4-4000,2 x 16GB,9.062,Silver,8.5,17,289.99
G.Skill,Trident Z Neo 128 GB,DDR4-3600,4 x 32GB,4.219,Silver / Black,10,18,539.99
G.Skill,Ripjaws V 16 GB,DDR4-3000,2 x 8GB,3.999,Red / Black,10.667,16,63.99
Corsair,Vengeance LPX 32 GB,DDR4-3000,1 x 32GB,3.750,Black / Yellow,10.667,16,119.99
G.Skill,Trident Z Royal 64 GB,DDR4-3600,2 x 32GB,4.609,Silver,10,18,294.99
Corsair,Vengeance LPX 4 GB,DDR4-2400,1 x 4GB,5.497,Black / Yellow,13.333,16,21.99
Corsair,Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,11.874,Black / Yellow,7.778,14,189.99
Corsair,Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,5.731,White,10,15,91.69
G.Skill,Ripjaws V 16 GB,DDR4-4400,2 x 8GB,11.249,Black,7.273,16,179.99
Team,T-FORCE DELTA TUF Gaming 16 GB,DDR4-3200,2 x 8GB,4.061,Black / Gold,10,16,64.98
ADATA,XPG SPECTRIX D50 16 GB,DDR4-3200,2 x 8GB,4.999,Silver,10,16,79.99
Kingston,ValueRAM 32 GB,DDR4-2133,2 x 16GB,20.000,Green,14.065,15,639.99
Corsair,Dominator Platinum RGB 64 GB,DDR4-3600,4 x 16GB,12.303,Black,8.889,16,787.40
G.Skill,NT Series 8 GB,DDR4-2400,2 x 4GB,8.625,Black,12.5,15,69.00
Kingston,HyperX Fury Blue 8 GB,DDR3-1600,2 x 4GB,5.874,Blue / Silver,12.5,10,46.99
Kingston,KVR1333D3N9/4G 4 GB,DDR3-1333,1 x 4GB,5.593,Green,13.503,9,22.37
Thermaltake,TOUGHPOWER Z-ONE RGB 16 GB,DDR4-3200,2 x 8GB,6.249,Black,10,16,99.99
G.Skill,Trident Z RGB 16 GB,DDR4-4000,2 x 8GB,,Black,7.5,15,
PNY,XLR8 32 GB,DDR4-3200,2 x 16GB,3.281,Black / Red,10,16,104.99
Team,T-FORCE DARK Z 16 GB,DDR4-3600,2 x 8GB,3.937,Red / Black,10,18,62.99
Kingston,KTM-SX421LQ/32G 32 GB,DDR4-2133,1 x 32GB,19.227,Black / Green,14.065,15,615.28
Team,T-FORCE DARK Za 32 GB,DDR4-3200,2 x 16GB,3.437,Black / Silver,10,16,109.99
Corsair,Vengeance LPX 8 GB,DDR4-2133,2 x 4GB,5.154,Red,14.065,15,41.23
Crucial,Ballistix RGB 32 GB,DDR4-3200,2 x 16GB,4.998,Black,10,16,159.95
Corsair,Vengeance LPX 128 GB,DDR4-4000,4 x 32GB,9.578,Black,9,18,1225.99
Crucial,Ballistix Sport LT 8 GB,DDR4-3000,1 x 8GB,,Silver / Black,10,15,
G.Skill,Trident Z Royal 32 GB,DDR4-3200,2 x 16GB,5.000,Silver,10,16,159.99
G.Skill,Aegis 16 GB,DDR4-3200,1 x 16GB,3.562,Red / Black,10,16,56.99
ADATA,AD4U266638G19-S 8 GB,DDR4-2666,1 x 8GB,4.836,Green / Black,14.254,19,38.69
G.Skill,Trident Z RGB 16 GB,DDR4-3600,2 x 8GB,5.749,Black,10,18,91.99
Corsair,Vengeance LPX 64 GB,DDR4-2400,4 x 16GB,3.594,Black / Yellow,11.667,14,229.99
Corsair,Vengeance LPX 16 GB,DDR4-3200,1 x 16GB,4.062,Black / Yellow,10,16,64.99
Patriot,Viper Steel 16 GB,DDR4-4133,2 x 8GB,6.249,Silver / Black,9.194,19,99.99
GeIL,EVO POTENZA 16 GB,DDR4-3200,2 x 8GB,3.437,Black,10,16,54.99
Patriot,Viper RGB 16 GB,DDR4-3200,2 x 8GB,5.062,Black / Silver,10,16,80.99
Crucial,Ballistix MAX 32 GB,DDR4-4000,2 x 16GB,10.375,Black,9,18,331.99
Corsair,Dominator Platinum RGB 128 GB,DDR4-3200,4 x 32GB,6.055,Black,10,16,774.99
Crucial,CT51264BD1339 4 GB,DDR3-1333,1 x 4GB,4.000,Green,13.503,9,16.00
G.Skill,Trident Z RGB 32 GB,DDR4-4000,4 x 8GB,9.062,Black,8.5,17,289.99
Team,T-FORCE VULCAN Z 16 GB,DDR4-2666,2 x 8GB,6.362,Red,13.503,18,101.79
Kingston,HyperX Fury Black 16 GB,DDR4-2133,2 x 8GB,,Black / White,13.127,14,
Corsair,Vengeance LPX 8 GB,DDR4-2666,1 x 8GB,4.872,Black / Yellow,12.003,16,38.98
Crucial,Ballistix Sport LT 16 GB,DDR4-3200,2 x 8GB,,Silver / Black,10,16,
Patriot,Viper Elite 8 GB,DDR4-2666,2 x 4GB,4.749,Silver,12.003,16,37.99
Samsung,M378A2K43CB1-CTD 16 GB,DDR4-2666,1 x 16GB,4.312,Green / Black,14.254,19,69.00
G.Skill,Trident Z 16 GB,DDR4-3200,2 x 8GB,,Black / White,8.75,14,
Patriot,Viper 4 16 GB,DDR4-3000,2 x 8GB,3.937,Black / Red,10.667,16,62.99
G.Skill,Ripjaws X Series 16 GB,DDR3-2400,2 x 8GB,5.624,Black / Blue,9.167,11,89.99
Corsair,Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,8.809,Black,10,18,140.94
Crucial,Ballistix 16 GB,DDR4-2666,2 x 8GB,4.312,Black,12.003,16,69.00
G.Skill,Trident Z RGB 32 GB,DDR4-3200,4 x 8GB,8.750,Black,8.75,14,279.99
G.Skill,Aegis 8 GB,DDR4-2133,2 x 4GB,6.500,Black / Red,14.065,15,52.00
Thermaltake,TOUGHRAM RGB 16 GB,DDR4-4400,2 x 8GB,10.624,Black / Silver,8.636,19,169.99
G.Skill,Trident Z Royal 16 GB,DDR4-3600,2 x 8GB,7.124,Silver,10,18,113.99
G.Skill,Ripjaws X Series 8 GB,DDR3-1600,2 x 4GB,5.820,Black / Red,11.25,9,46.56
Corsair,Vengeance LPX 16 GB,DDR4-2666,1 x 16GB,3.749,Black / Yellow,12.003,16,59.99
Kingston,HyperX Fury 8 GB,DDR4-3200,2 x 4GB,,Black,11.25,18,
Corsair,Vengeance RGB Pro 32 GB,DDR4-4000,2 x 16GB,11.464,Black,9,18,366.85
G.Skill,Ripjaws V Series 8 GB,DDR4-2666,2 x 4GB,4.874,Black / Red,11.253,15,38.99
Corsair,Dominator Platinum RGB 32 GB,DDR4-3200,4 x 8GB,7.487,White,10,16,239.57
Team,T-Force Night Hawk RGB 16 GB,DDR4-3600,2 x 8GB,5.624,White,10,18,89.99
G.Skill,Trident Z RGB 32 GB,DDR4-4266,4 x 8GB,24.969,Black,7.97,17,799.00
Patriot,Viper Steel 16 GB,DDR4-3733,2 x 8GB,4.999,Silver / Black,9.108,17,79.98
Crucial,Ballistix RGB 16 GB,DDR4-3600,2 x 8GB,5.624,Red,8.889,16,89.99
Kingston,HyperX Fury 8 GB,DDR4-3200,1 x 8GB,,Black / Silver,11.25,18,
Corsair,Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,4.639,Black / Yellow,10,16,148.46
GeIL,EVO POTENZA 16 GB,DDR4-3000,2 x 8GB,3.374,Red / Black,10.667,16,53.99
Patriot,Viper Steel 16 GB,DDR4-3866,2 x 8GB,,Silver / Black,9.312,18,
OLOy,MD4U163016CJSA 16 GB,DDR4-3000,1 x 16GB,3.312,Black,10.667,16,52.99
G.Skill,Trident Z Royal 64 GB,DDR4-4000,2 x 32GB,5.312,Silver,9,18,339.99
G.Skill,Trident Z RGB 64 GB,DDR4-3200,4 x 16GB,10.766,Black,8.75,14,689.00
ADATA,XPG SPECTRIX D60G 16 GB,DDR4-3000,2 x 8GB,5.375,White / Gray,10.667,16,86.00
Corsair,Vengeance RGB Pro 64 GB,DDR4-3600,4 x 16GB,,Black,10,18,
Corsair,Vengeance RGB Pro 16 GB,DDR4-3000,2 x 8GB,5.124,Black,10,15,81.99
G.Skill,Trident Z Royal 32 GB,DDR4-3600,4 x 8GB,8.125,Silver,8.889,16,259.99
Samsung,M378A1K43CB2-CRC 8 GB,DDR4-2400,1 x 8GB,5.562,Green,14.167,17,44.50
Kingston,HyperX Predator 32 GB,DDR4-3600,2 x 16GB,5.988,Black / Silver,9.444,17,191.61
G.Skill,Ripjaws V 64 GB,DDR4-3600,4 x 16GB,,Black,10,18,
G.Skill,Ripjaws V 256 GB,DDR4-3600,8 x 32GB,3.867,Black,10,18,989.99
Corsair,Vengeance LPX 32 GB,DDR4-3600,2 x 16GB,,Black / Yellow,8.889,16,
G.Skill,Ripjaws 4 series 8 GB,DDR4-2400,1 x 8GB,,Black / Green,12.5,15,
Crucial,CT8G4DFS832A 8 GB,DDR4-3200,1 x 8GB,3.981,Green / Black,13.75,22,31.85
G.Skill,Trident Z 16 GB,DDR4-3600,2 x 8GB,6.874,Black / White,8.889,16,109.99
Crucial,Ballistix MAX 16 GB,DDR4-4400,2 x 8GB,12.499,Black,8.636,19,199.99
Kingston,HyperX Fury RGB 32 GB,DDR4-3600,2 x 16GB,6.300,Black / Silver,9.444,17,201.60
Corsair,Dominator Platinum RGB 32 GB,DDR4-4000,2 x 16GB,,Black,9.5,19,
G.Skill,FORTIS 16 GB,DDR4-2400,2 x 8GB,7.649,Black / Red,12.5,15,122.38
GeIL,Evo X II RGB SYNC 16 GB,DDR4-3600,2 x 8GB,,Black,10,18,
G.Skill,Trident Z RGB 64 GB,DDR4-3200,2 x 32GB,4.015,Black,10,16,256.99
Corsair,Vengeance LPX 16 GB,DDR4-2666,4 x 4GB,5.624,Black / Yellow,11.253,15,89.99
Corsair,Vengeance LPX 32 GB,DDR4-3200,4 x 8GB,4.468,Black / Yellow,10,16,142.99
Team,T-Force XTREEM ARGB 16 GB,DDR4-4000,2 x 8GB,,Black,9,18,
G.Skill,Ripjaws V 32 GB,DDR4-4266,2 x 16GB,8.750,Black,7.97,17,279.99
Corsair,Vengeance RGB Pro 32 GB,DDR4-4400,4 x 8GB,,Black,8.182,18,
Corsair,Vengeance LPX 16 GB,DDR4-2400,2 x 8GB,3.874,Red,13.333,16,61.99
Crucial,CT2K8G4DFS832A 16 GB,DDR4-3200,2 x 8GB,3.999,Green / Black,13.75,22,63.99
Gigabyte,DESIGNARE 64 GB,DDR4-3200,2 x 32GB,,White / Black,10,16,
G.Skill,Trident Z Neo 32 GB,DDR4-3200,2 x 16GB,7.031,Silver / Black,8.75,14,224.99
G.Skill,Trident Z Neo 64 GB,DDR4-3600,4 x 16GB,7.656,Silver / Black,8.889,16,489.99
Kingston,HyperX Fury RGB 16 GB,DDR4-3200,1 x 16GB,5.361,Black,10,16,85.77
Corsair,Vengeance LPX 32 GB,DDR4-2400,2 x 16GB,,Black / Yellow,11.667,14,
Team,T-Force XTREEM ARGB 16 GB,DDR4-3600,2 x 8GB,,Black,7.778,14,
Corsair,Vengeance RGB Pro 32 GB,DDR4-2666,2 x 16GB,4.375,White,12.003,16,139.99
Corsair,Vengeance RGB Pro 128 GB,DDR4-3200,4 x 32GB,4.844,Black,10,16,619.99
G.Skill,Trident Z Neo 32 GB,DDR4-3600,4 x 8GB,,Black / White,8.889,16,
Corsair,Vengeance RGB Pro 32 GB,DDR4-3000,4 x 8GB,5.250,Black,10,15,167.99
G.Skill,Aegis 8 GB,DDR4-2133,1 x 8GB,3.499,Black / Red,14.065,15,27.99
G.Skill,Flare X 32 GB,DDR4-3200,2 x 16GB,6.093,Black,8.75,14,194.99
Corsair,Vengeance RGB Pro 16 GB,DDR4-4600,2 x 8GB,31.043,Black,7.826,18,496.69
G.Skill,Trident Z Royal 256 GB,DDR4-3600,8 x 32GB,,Gold,10,18,
Corsair,Dominator Platinum RGB 64 GB,DDR4-3200,4 x 16GB,6.028,White,10,16,385.77
G.Skill,Trident Z Royal 32 GB,DDR4-4266,2 x 16GB,10.625,Black,7.97,17,339.99
Crucial,Ballistix RGB 16 GB,DDR4-3200,2 x 8GB,3.749,Red,10,16,59.99
Corsair,Dominator Platinum 16 GB,DDR4-3200,2 x 8GB,6.562,Black / Silver,10,16,104.99
Kingston,HyperX Fury RGB 32 GB,DDR4-3733,2 x 16GB,5.750,Black / Silver,10.179,19,183.99
G.Skill,TridentZ RGB 32 GB,DDR4-4000,4 x 8GB,11.875,Black,8.5,17,379.99
G.Skill,Trident Z RGB 32 GB,DDR4-3600,2 x 16GB,8.719,Black,9.444,17,279.00
G.Skill,Trident Z RGB 16 GB,DDR4-3600,2 x 8GB,,Black,10.556,19,
Kingston,HyperX Fury 64 GB,DDR4-3200,2 x 32GB,3.828,Black / Silver,10,16,244.99
Samsung,M393A8G40MB2-CVF 64 GB,DDR4-2933,1 x 64GB,,Green / Black,14.32,21,
G.Skill,Trident Z RGB 16 GB,DDR4-4000,2 x 8GB,10.624,Black,8,16,169.99
Corsair,Vengeance LPX 32 GB,DDR4-3000,4 x 8GB,4.312,Black,10.667,16,137.99
Corsair,Vengeance RGB Pro 16 GB,DDR4-4000,2 x 8GB,9.374,Black,9.5,19,149.99
Crucial,Ballistix RGB 16 GB,DDR4-3000,2 x 8GB,5.312,Black,10,15,84.99
Corsair,Vengeance LPX 64 GB,DDR4-3000,4 x 16GB,3.734,Black,10.667,16,238.99
ADATA,XPG SPECTRIX D60G 16 GB,DDR4-3600,2 x 8GB,11.694,Silver / Black,9.444,17,187.10
Kingston,HyperX Fury 128 GB,DDR4-3200,4 x 32GB,3.934,Black,10,16,503.53
Corsair,Vengeance RGB Pro 16 GB,DDR4-3000,2 x 8GB,6.827,White,10,15,109.23
Corsair,Vengeance LPX 16 GB,DDR4-4866,2 x 8GB,61.562,Black / Yellow,7.398,18,984.99
G.Skill,Trident Z 32 GB,DDR4-4000,2 x 16GB,8.437,Black / Silver,9.5,19,269.99
Corsair,Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,4.374,Black / Yellow,11.111,20,69.98
G.Skill,Trident Z Royal 16 GB,DDR4-4000,2 x 8GB,11.874,White,8,16,189.99
Patriot,Viper Steel 16 GB,DDR4-3200,1 x 16GB,3.499,Silver / Black,10,16,55.99
Corsair,Dominator Platinum RGB 64 GB,DDR4-3600,4 x 16GB,15.092,Black,10,18,965.86
G.Skill,Trident Z 16 GB,DDR4-3200,2 x 8GB,4.499,Red / Silver,10,16,71.99
G.Skill,Trident Z RGB 128 GB,DDR4-3200,4 x 32GB,4.039,Black,10,16,516.99
Crucial,Ballistix MAX RGB 32 GB,DDR4-4000,2 x 16GB,11.531,Black,9,18,369.00
G.Skill,Trident Z RGB 16 GB,DDR4-3200,2 x 8GB,9.649,Black,8.75,14,154.38
G.Skill,Trident Z Royal 16 GB,DDR4-3200,2 x 8GB,7.187,Gold,10,16,114.99
Corsair,Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,4.531,Black / Yellow,10,16,144.99
G.Skill,Trident Z Royal 64 GB,DDR4-3600,4 x 16GB,,Silver,8.889,16,
G.Skill,Ripjaws V 128 GB,DDR4-2666,4 x 32GB,3.359,Black,13.503,18,429.99
Kingston,HyperX Predator RGB 16 GB,DDR4-4000,2 x 8GB,11.544,Black,9.5,19,184.70
Kingston,HyperX FURY 8 GB,DDR3-1866,1 x 8GB,6.832,Black,11.79,11,54.66
Team,Dark Pro 16 GB,DDR4-3200,2 x 8GB,6.249,Black,8.75,14,99.99
G.Skill,Ripjaws V 16 GB,DDR4-4000,2 x 8GB,6.874,Black,8.5,17,109.99
G.Skill,Ripjaws V Series 8 GB,DDR4-3200,2 x 4GB,7.737,Red,10,16,61.90
Corsair,Vengeance RGB Pro 16 GB,DDR4-2666,2 x 8GB,6.249,White,12.003,16,99.99
G.Skill,Ripjaws V Series 32 GB,DDR4-3000,4 x 8GB,,Black / Red,10,15,
G.Skill,Trident Z Royal 32 GB,DDR4-4266,2 x 16GB,10.625,Silver,7.97,17,339.99
G.Skill,Ripjaws V Series 16 GB,DDR4-3200,4 x 4GB,5.187,Red,10,16,82.99
Corsair,Vengeance RGB Pro 32 GB,DDR4-2933,2 x 16GB,4.312,Black,10.91,16,137.99
Kingston,FURY 16 GB,DDR4-2666,2 x 8GB,,Black / White,11.253,15,
ADATA,XPG GAMMIX D10 16 GB,DDR4-3000,2 x 8GB,,Black / Silver,10.667,16,
ADATA,XPG GAMMIX D10 32 GB,DDR4-3600,2 x 16GB,,Black,10,18,
Corsair,Vengeance LPX 32 GB,DDR4-3200,4 x 8GB,4.375,Black / Yellow,10,16,139.99
G.Skill,Aegis 16 GB,DDR4-2133,2 x 8GB,3.437,Black / Red,14.065,15,54.99
Corsair,Dominator Platinum RGB 32 GB,DDR4-3600,4 x 8GB,13.437,Black,8.889,16,429.99
G.Skill,RipJaws V 8 GB,DDR4-2666,1 x 8GB,3.873,Red / Black,14.254,19,30.98
Crucial,CT2K8G4DFS824A 16 GB,DDR4-2400,2 x 8GB,3.622,Green / Black,14.167,17,57.95
GeIL,Evo X II RGB SYNC 16 GB,DDR4-3200,2 x 8GB,3.874,Black,10,16,61.99
Patriot,Viper Steel 64 GB,DDR4-3600,2 x 32GB,3.984,Silver / Black,10,18,254.95
Corsair,Dominator Platinum RGB 16 GB,DDR4-3600,2 x 8GB,9.374,White,10,18,149.99
G.Skill,Trident Z RGB 16 GB,DDR4-2400,2 x 8GB,4.999,Black,12.5,15,79.99
Crucial,Ballistix Sport LT 8 GB,DDR4-2666,1 x 8GB,8.500,Red / Black,12.003,16,68.00
G.Skill,Trident Z Royal 32 GB,DDR4-3600,2 x 16GB,6.406,Gold,8.889,16,204.99
Team,Night Hawk RGB 16 GB,DDR4-3200,2 x 8GB,4.999,Black,10,16,79.98
G.Skill,Trident Z 32 GB,DDR4-3200,2 x 16GB,3.875,Silver / White,10,16,123.99
